"pubchem_cid","species_name"
"10770475","streptomyces lydicus"
"11226314","stephania succifera"
"unknown","acanthogorgia inermis"
"11631769","peridinium bipes"
"44585468","unknown"
"6453733","aplysia punctata"
"60200370","solanum lanceolatum"
"6432211","unknown"
"12098451","unknown"
"3819217","citrus medica"
"44159808","serpocaulon triseriale"
"10469","araujia sericifera"
"12309694","phlomis crinita"
"92221","artemisia annua"
"5316145","unknown"
"23583010","scarites subterraneus"
"unknown","halichondria panicea"
"5281493","astragalus caprinus"
"10768191","combretum quadrangulare "
"25136231","aulacomnium androgynum"
"9928523","plathymenia reticulata"
"12304086","unknown"
"134715217","cotoneaster horizontalis"
"44444916","salvia virgata"
"441575","stephania cephalantha"
"10071564","uncaria laevigata"
"44448174","unknown"
"13858192","unknown"
"278","mus musculus"
"unknown","ephedra aphylla"
"46229235","schisandra bicolor"
"101117796","artemisia sieversiana"
"44585959","monocarpia marginalis"
"7829","angelica sinensis"
"46919853","unknown"
"76330309","unknown"
"unknown","tabernaemontana corymbosa"
"unknown","beauveria felina"
"53316971","angelica dahurica"
"11226314","ulmus laciniata"
"15559669","ecballium elaterium"
"5318644","unknown"
"unknown","unknown"
"44514015","sinularia verruca"
"3084224","diplacus aurantiacus"
"10064778","unknown"
"76328124","juniperus brevifolia"
"24179239","unknown"
"10581173","penstemon linarioides"
"unknown","unknown"
"9956788","unknown"
"6321405","croton tiglium"
"5320475","sporobolus cynosuroides"
"57396441","unknown"
"24762915","trichilia catigua"
"5324512","ferula fukanensis"
"21603566","rheum webbianum"
"15944778","glycyrrhiza inflata"
"12242815","elsholtzia ciliata"
"134142479","streptomyces alboniger"
"15558960","inula hupehensis"
"5382686","helichrysum sutherlandii"
"10914828","monodora tenuifolia"
"44520379","unknown"
"unknown","aquilaria sinensis"
"21603663","parasphaerasclera aurea"
"23656472","lonchocarpus chiricanus"
"44444914","lactarius mitissimus"
"11666872","phallusia fumigata"
"23634515","unknown"
"5281651","unknown"
"54671620","unknown"
"53355121","gaillardia powellii"
"10384912","unknown"
"68128","unknown"
"17085","taraxacum officinale"
"11152852","rhododendron molle"
"unknown","syringa oblata subsp. dilatata"
"5281519","ligusticum sinense"
"21578028","euonymus maackii"
"179304","aralidium pinnatifidum"
"6442182","hansenia weberbaueriana"
"12303802","pinna nobilis"
"482787","yucca aloifolia"
"92138","allium ursinum"
"unknown","taxus wallichiana"
"16109699","crepidiastrum lanceolatum"
"10467773","aedes aegypti"
"639655","perilla frutescens"
"10308838","unknown"
"5481882","actinoplanes friuliensis"
"441245","piper cubeba"
"21593999","pedalium murex"
"44444962","laurencia decumbens"
"44563511","sigmadocia pumila"
"101411952","artemisia sieversiana"
"13916049","pseudoplexaura flagellosa"
"5322076","rubia yunnanensis"
"16115033","unknown"
"5495928","unknown"
"76330309","rubus moluccanus"
"44583688","pinus halepensis"
"1711945","mentha arvensis"
"21580251","unknown"
"3084224","unknown"
"6436239","unknown"
"25136231","unknown"
"636610","psiadia dentata"
"46878940","monanchora unguiculata"
"11248550","caesalpinia crista"
"44269524","unknown"
"9985767","actinoplanes friuliensis"
"44566638","plantago ovata"
"54587135","jaspis splendens"
"11015267","unknown"
"558221","curcuma longa"
"73356791","trichoderma citrinum"
"73350687","sarcophyton trocheliophorum"
"44249909","veratrum californicum"
"23656472","unknown"
"3083514","unknown"
"3082861","dacrydium cupressinum"
"14887605","thamnosma rhodesica"
"439423","pentzia incana"
"16216647","calliandra haematocephala"
"46830516","ganoderma sinense"
"89048","unknown"
"5322095","garcinia scortechinii"
"10506859","genipa americana"
"489940","ormosia hosiei"
"10469","unknown"
"12309694","unknown"
"11422411","unknown"
"unknown","parasenecio hastatus"
"10373534","intsia bijuga"
"24770366","dupuya madagascariensis"
"unknown","unknown"
"11803795","tribulus terrestris"
"21593565","dolichospermum flos-aquae"
"92221","artemisia montana"
"14239683","unknown"
"38347252","eucalyptus globulus"
"unknown","chloranthus fortunei"
"10791345","litsea salicifolia"
"11082749","igernella notabilis"
"5316108","inula helenium"
"44585468","acinetobacter baumannii"
"9864866","daldinia concentrica"
"11124162","unknown"
"21573759","carissa spinarum"
"46938547","plakortis angulospiculatus"
"76331806","lonicera japonica"
"14274760","unknown"
"71451248","croton montevidensis"
"102196501","unknown"
"11071897","rauvolfia tetraphylla"
"72715428","stichopus horrens"
"unknown","euphorbia royleana"
"439423","unknown"
"44424481","unknown"
"9898611","unknown"
"10850329","aquilaria sinensis"
"12591","unknown"
"92138","ligusticum jeholense"
"10461772","penicillium sp."
"44559832","anopterus glandulosus"
"10544575","suillus bovinus"
"21574475","portulaca oleracea"
"76317201","jagera pseudorhus"
"unknown","rosa hybrid cultivar"
"11490943","eriogaster lanestris"
"5318644","sophora moorcroftiana"
"21590012","unknown"
"11128245","curcuma phaeocaulis"
"16083145","unknown"
"122178942","unknown"
"148745","unknown"
"unknown","psydrax subcordata"
"12752037","unknown"
"unknown","phlegmariurus squarrosus"
"10438744","ephedra lomatolepis"
"16109790","microtropis fokienensis"
"10038025","cyperus pilosus"
"11466771","unknown"
"76311973","dryopteris aemula"
"159646","unknown"
"6321405","dryobalanops aromatica"
"3085222","unknown"
"9832350","lupinus cosentinii"
"14187587","glycyrrhiza inflata"
"11583","aloe africana"
"14177660","antirrhinum majus"
"1796220","unknown"
"44566322","unknown"
"174673","unknown"
"10485148","lotus edulis"
"11464176","thiocystis gelatinosa"
"11995582","ceramium boydenii"
"11183031","crocus sativus"
"25136233","unknown"
"12443227","sophora japonica"
"92138","artemisia capillaris"
"5319333","metrodorea nigra"
"11774903","unknown"
"101623723","lonicera japonica"
"unknown","unknown"
"11723633","unknown"
"25156703","ilyonectria destructans"
"44566621","albizia julibrissin"
"442647","unknown"
"unknown","gloiopeltis furcata"
"11610142","millettia erythrocalyx"
"21578007","platycladus orientalis"
"14177660","sphenoclea zeylanica"
"11069575","unknown"
"7799","cynomorium songaricum"
"44584000","guilandina bonduc"
"10882","homo sapiens"
"80001","unknown"
"38347252","campylotropis hirtella"
"13878151","symphyocladia latiuscula"
"3083514","unknown"
"629964","unknown"
"91668395","unknown"
"69698","homo sapiens"
"44583688","zephyranthes carinata"
"11578353","callophycus serratus"
"unknown","unknown"
"46873060","unknown"
"5319972","anaphalis lactea"
"10720367","unknown"
"44614657","monanchora unguiculata"
"23641103","sambucus nigra"
"14396856","cutleria multifida"
"16119667","curcuma aeruginosa"
"unknown","myrsine africana"
"12096290","unknown"
"unknown","croton crassifolius"
"unknown","physalis nicandroides"
"unknown","phomopsis sp."
"11793120","salacia lehmbachii"
"5318644","agelas nakamurai"
"10603133","artocarpus integer"
"57379943","unknown"
"5318045","unknown"
"11631769","lomatia tinctoria"
"24900162","aspergillus sydowii "
"21578028","unknown"
"639655","pyrola decorata"
"25232021","unknown"
"22214027","pinus bungeana"
"10810597","antidesma venosum"
"44605897","vernonia galamensis"
"10076785","unknown"
"11037703","unknown"
"443721","unknown"
"3008861","uncaria lancifolia"
"3083632","ircinia felix"
"44448288","kyllinga brevifolia"
"134279","unknown"
"15601439","bombus terrestris"
"15601439","strychnos amazonica"
"44627500","chloranthus fortunei"
"72704673","alternaria sp. jjy-32"
"7069830","streptomyces albospinus"
"11397071","cleome gynandra"
"25232020","scandix pecten-veneris"
"25243080","lespedeza floribunda"
"21578028","empetrum nigrum"
"5319460","ilex integra"
"53354907","pisonia aculeata"
"11968629","iris domestica"
"11607311","unknown"
"11162295","stellaria media"
"76331806","unknown"
"11293291","euphorbia peplus"
"11265730","streptomyces"
"16215283","unknown"
"11751616","desmodium styracifolium"
"unknown","mascarenhasia arborescens"
"10256468","carteriospongia foliascens"
"11289099","streptomyces setonensis"
"11144737","lonicera japonica"
"11498684","xanthorrhoea resinosa"
"1796220","streptomyces ribosidificus"
"11607311","unknown"
"23656476","psilostrophe cooperi"
"10475842","verbena brasiliensis"
"23260007","phalaris canariensis"
"441833","polypodium vulgare"
"25208758","lespedeza cyrtobotrya"
"unknown","moorena producens"
"185766","lasiocephalus ovatus"
"21629618","euphorbia kansui"
"44202893","bupleurum scorzonerifolium"
"134137491","unknown"
"16099372","unknown"
"53235716","echiochilon pauciflorum"
"44419602","raphanus raphanistrum"
"53493313","oscillatoria margaritifera"
"10919701","unknown"
"44613160","machilus robusta"
"5382686","unknown"
"5319306","aglaomorpha coronans"
"51520434","trichosanthes dioica"
"45482330","tarchonanthus camphoratus"
"10076785","unknown"
"46185851","gynostemma pentaphyllum"
"639655","anarsia lineatella"
"unknown","unknown"
"44583834","gelsemium elegans"
"10401988","leonurus japonicus"
"122186895","scutellaria barbata"
"unknown","isodon serra"
"122841","athyrium filix-femina"
"5318255","solanum dulcamara"
"44157604","salvia dominica"
"20055771","aconitum pendulum"
"unknown","unknown"
"12189408","unknown"
"38351420","unknown"
"unknown","uvaria hamiltonii"
"15560101","streptomyces galbus"
"unknown","garcinia cowa"
"830726","unknown"
"14274760","unknown"
"656393","lindera aggregate "
"10475842","unknown"
"25180896","alstroemeria revoluta"
"44584350","isodon melissoides"
"unknown","sophora tonkinensis"
"3084995","unknown"
"44566687","sapium haematospermum"
"19910294","streptomyces alboniger"
"44268166","unknown"
"unknown","euphorbia resinifera"
"10959332","turraeanthus mannii"
"46209919","eschweilera coriacea"
"122841","unknown"
"10686","artemisia montana"
"25058103","oscillatoria margaritifera"
"44452656","eupatorium chinense"
"10076785","chroogomphus rutilus"
"unknown","hypericum ascyron"
"5280881","hedyotis lawsoniae"
"1112","aristotelia peduncularis"
"74689","homo sapiens"
"9864866","ulva prolifera"
"442980","bidens parviflora"
"72889","unknown"
"10751799","drupella fragum"
"439423","homo sapiens"
"92138","entandrophragma cylindricum"
"641789","hernandia nymphaeifolia"
"24898244","salix alba"
"73353883","prosopis ruscifolia"
"5322095","aquilegia ecalcarata"
"unknown","saururus chinensis"
"71718288","dracocephalum ruyschiana"
"44421681","unknown"
"13934282","solanum nodiflorum"
"46229235","unknown"
"10788065","unknown"
"11226314","unknown"
"76333157","unknown"
"10914828","unknown"
"14274760","streptomyces roseoverticillatus"
"46899163","abies pinsapo"
"25232020","vincetoxicum atratum"
"44559086","belamcanda chinensis "
"442320","picris rhagadioloides"
"442979","pinus bungeana"
"42638296","unknown"
"25311","prunus persica"
"7644","zanthoxylum piperitum"
"44537885","unknown"
"13870572","ipomoea cristulata"
"6432211","thalictrum sachalinense"
"44566954","warionia saharae"
"5320475","unknown"
"65033","osteospermum jucundum"
"11666872","streptomyces lateritius"
"11678667","unknown"
"11071897","unknown"
"11464176","schumanniophyton magnificum"
"169738","unknown"
"5318045","trapa japonica"
"unknown","bombus hortorum"
"44566323","unknown"
"10494182","unknown"
"442809","dalbergia odorifera"
"637182","eriogaster lanestris"
"5321674","taxus wallichiana"
"44575318","unknown"
"6546086","unknown"
"3613602","unknown"
"4501","centaurea calcitrapa"
"68540305","citrus glauca"
"44583896","disepalum plagioneurum"
"146030","centaurea behen"
"56662699","aralia elata"
"21625854","dioscorea cirrhosa"
"unknown","unknown"
"3055167","angelica dahurica"
"44444914","petunia axillaris"
"25195224","unknown"
"52948815","serpocaulon triseriale"
"222656","bupleurum falcatum"
"5280656","verbesina virginica"
"132487823","hoya kerrii"
"4501","zanthoxylum avicennae"
"19089","mentha canadensis"
"11098630","unknown"
"441893","fulmarus glacialis"
"151261","homo sapiens"
"53262703","sinularia conferta"
"68128","unknown"
"443721","unknown"
"23656471","orgyia pseudotsugata"
"5325817","salvia prionitis"
"53248680","unknown"
"unknown","zea mays"
"unknown","unknown"
"622222","piper kadsura"
"71681246","unknown"
"11165377","streptomyces sp."
"56663001","unknown"
"73356791","unknown"
"442809","plumbago auriculata"
"11786187","goniothalamus undulatus"
"11793120","balanops australiana"
"unknown","unknown"
"23656472","pterocaulon serrulatum"
"24762428","dendrobium nobile"
"5318045","cratystylis conocephala"
"56599669","lonicera japonica"
"11144807","asplenium nidus"
"57398931","unknown"
"9928523","negombata magnifica"
"10071564","beta vulgaris"
"92221","artemisia iwayomogi"
"3083618","unknown"
"14177660","erythrina senegalensis"
"24878961","unknown"
"152432","homo sapiens"
"5317050","unknown"
"122857","psammosilene tunicoides"
"13844273","unknown"
"57397405","aspergillus insuetus"
"11443064","unknown"
"125468","daucus carota"
"11712580","daedaleopsis tricolor"
"11144807","ulmus laciniata"
"15601439","ophiocordyceps heteropoda"
"15699881","santolina insularis"
"51520434","lespedeza capitata"
"11629176","paranephelius uniflorus"
"5324375","unknown"
"91439","schefflera bodinieri"
"71453067","ligustrum obtusifolium"
"11685448","unknown"
"19910294","halimodendron halodendron"
"44310181","unknown"
"5491384","parastrephia lepidophylla"
"10638541","unknown"
"60200066","trididemnum cyanophorum"
"25058103","oscillatoria margaritifera"
"46183384","scutellaria barbata"
"92987","paulownia tomentosa"
"14213544","broussonetia papyrifera"
"15570","lamellodysidea herbacea"
"unknown","salvia clinopodioides"
"5281125","myristica fragrans"
"46878940","helichrysum sutherlandii"
"54585962","unknown"
"6436239","daucus carota"
"4056967","juniperus scopulorum"
"44583781","ganoderma sinense"
"10401988","ononis spinosa"
"5316144","eucalyptus apodophylla"
"11793120","aplysina archeri"
"12303802","khaya grandifoliola"
"44559543","unknown"
"44429864","unknown"
"73353883","spenceria ramalana"
"54671620","lepidium apetalum"
"10578448","unknown"
"10063769","plakinastrella onkodes"
"76315750","croptilon divaricatum"
"5318644","philydrum lanuginosum"
"10919701","montipora mollis"
"24854521","unknown"
"21594148","rubia yunnanensis"
"5324478","unknown"
"unknown","uncaria rhynchophylla"
"102877","unknown"
"5316590","strophanthus kombe"
"76330776","unknown"
"89048","renealmia alpinia"
"10694409","eucalyptus flocktoniae"
"11037703","unknown"
"unknown","typha domingensis"
"5319333","unknown"
"unknown","anemone narcissiflora"
"72715428","echiochilon pauciflorum"
"49831947","curcuma kwangsiensis"
"11510246","piper kadsura"
"92221","chrysanthemum zawadskii"
"71452333","paeonia veitchii"
"32209","chara corallina"
"5386672","cymopolia barbata"
"10084612","garcinia scortechinii"
"unknown","rhododendron auriculatum"
"639655","rauvolfia tetraphylla"
"134977","geigeria acaulis"
"unknown","comatula rotalaria"
"76307877","unknown"
"44589232","erythrina abyssinica"
"11724027","unknown"
"12138542","kopsia grandifolia"
"46939503","unknown"
"11197","unknown"
"3084995","sarcomelicope argyrophylla"
"91668395","bacillus thuringiensis"
"25180710","nuphar lutea"
"629964","taxodium mucronatum"
"unknown","chrysanthemum indicum"
"7678","panax quinquefolius"
"5319509","artemisia scoparia"
"13945489","isodon umbrosa "
"44159808","unknown"
"10469","odixia angusta"
"90655370","toddalia asiatica"
"15699856","unknown"
"8748","citrus reticulata"
"16115666","scutia myrtina"
"154279","unknown"
"13934284","unknown"
"46878940","unknown"
"5317050","monomorium floricola"
"15223506","eriocaulon sieboldianum "
"10632626","unknown"
"44559780","euphorbia triangularis"
"10466745","unknown"
"636721","cosmos bipinnatus"
"5491384","conyza canadensis"
"25751148","unknown"
"11226314","zephyranthes carinata"
"632958","unknown"
"44444914","lonchocarpus chiricanus"
"76328405","fallopia multiflora"
"11994055","unknown"
"11071897","unknown"
"23656469","dysidea fragilis"
"5281946","unknown"
"unknown","talauma arcabucoana"
"44260075","unknown"
"23642915","hosta plantaginea"
"44583688","orthosiphon stamineus"
"unknown","euphorbia royleana"
"44613555","bupleurum longiradiatum"
"91668395","swietenia mahagoni"
"10469","unknown"
"5319333","isaria fumosorosea"
"71681245","uvaria lucida"
"53235715","arbutus menziesii"
"11757351","peperomia clusiifolia"
"10473088","homo sapiens"
"11197","lonchocarpus costaricensis"
"11197","lecanora lividocinerea"
"657014","actaea dahurica"
"3083514","picradeniopsis pringlei"
"10342293","ribes rubrum"
"5282768","celastrus hypoleucus"
"73356791","helichrysum nudifolium"
"11197","drypetes roxburghii"
"10466745","unknown"
"13367","homo sapiens"
"46229236","artemisia campestris"
"122186902","scutellaria barbata"
"11293291","unknown"
"23535","zanthoxylum schinifolium"
"60200370","pterolobium hexapetalum"
"unknown","ganoderma lucidum"
"56673069","unknown"
"10418069","taxus wallichiana"
"unknown","heterosigma akashiwo"
"23656477","unknown"
"10818749","lantana camara"
"72192858","unknown"
"122651","lyngbya majuscula"
"21597173","zieria chevalieri"
"91666354","centella asiatica"
"15944778","viburnum erubescens"
"unknown","unknown"
"5462428","gelsemium elegans"
"11347939","lyngbya semiplena"
"7074740","stelletta clavosa"
"unknown","bletilla striata"
"11254675","stemona sessilifolia"
"52951515","unknown"
"52948815","unknown"
"11289099","hypericum sikokumontanum"
"5318644","unknown"
"5319333","flacourtia jangomas"
"13858192","russula queletii"
"6441280","unknown"
"56835122","polygonatum zanlanscianense"
"6441280","unknown"
"12049951","unknown"
"11214625","centrolobium tomentosum"
"76330776","unknown"
"12309694","clinacanthus nutans"
"5382686","lophocereus marginatus"
"14525327","siraitia grosvenorii"
"11490943","astragalus inopinatus"
"24762502","fibraurea tinctoria"
"unknown","albizia zygia"
"14352170","veronica intercedens"
"6446647","paris delavayi"
"16745274","smilax china"
"44424392","moquiniastrum paniculatum"
"132568244","zoanthus vietnamensis"
"10061042","hymeniacidon perlevis"
"73353883","coelogorgia palmosa"
"10015554","unknown"
"10466745","manfreda virginica"
"46899165","unknown"
"unknown","phomopsis sp."
"71681246","holothuria atra"
"16066749","beauveria felina"
"15379012","heuchera cylindrica"
"unknown","psydrax subcordata"
"10439492","angelica ursina"
"6432211","unknown"
"16109812","unknown"
"11464176","androsace septentrionalis"
"12313879","unknown"
"90670468","lagopsis supina"
"5354780","mycaranthes floribunda"
"unknown","aspergillus terreus"
"76310416","plectranthus amboinicus"
"12189408","coelogyne flavida"
"76330776","unknown"
"60200065","brassica carinata"
"46917149","cichorium intybus"
"11455867","unknown"
"unknown","tinospora baenzigeri"
"442320","unknown"
"5281651","garcinia xanthochymus"
"10468570","unknown"
"177562","euphorbia regis-jubae"
"21722016","epipactis palustris"
"11464176","entada polystachya"
"10466745","sonneratia caseolaris"
"132606907","euphorbia fischeriana"
"5318262","rubus rigidus"
"76315750","tabernaemontana divaricata"
"44448185","unknown"
"5318045","unknown"
"5319333","psychotria stachyoides"
"637182","ephedra lomatolepis"
"8748","citrus natsudaidai"
"13120894","unknown"
"23656476","yponomeuta malinellus"
"11774903","unknown"
"21578028","unknown"
"12309694","unknown"
"222656","taraxacum platycarpum"
"10755460","rubia cordifolia"
"unknown","triphyophyllum peltatum"
"44575602","polyporus umbellatus"
"5315204","eclipta prostrata"
"134977","conostylis setosa"
"5323543","ribes rubrum"
"57399883","unknown"
"134977","cibotium barometz"
"101623719","psiadia dentata"
"unknown","unknown"
"unknown","[malbranchea] flavorosea"
"44566638","lasianthus wallichii"
"16757394","unknown"
"10919701","datura quercifolia"
"unknown","hypericum perforatum"
"46233487","unknown"
"16066749","aristolochia elegans"
"10076785","lindera umbellata"
"7643","berberis repens"
"10719253","unknown"
"5318045","unknown"
"68128","russula queletii"
"21629615","euphorbia kansui"
"42645953","ilex cornuta"
"5315424","inula salsoloides"
"23642922","eria tomentosa"
"5318045","unknown"
"639655","ipomoea cairica"
"73350586","buxus hildebrandtii"
"14274760","pseudomonas mendocina"
"unknown","phlegmariurus squarrosus"
"11562492","unknown"
"18546463","gossypium hirsutum"
"24898039","stereocaulon azoreum"
"91666354","unknown"
"unknown","sophora alopecuroides"
"44568920","cuphea carthagenensis"
"21775549","unknown"
"10237201","unknown"
"439423","alstroemeria revoluta"
"76962086","unknown"
"73356791","mirabilis jalapa"
"11197","escontria chiotilla"
"15560423","melia dubia"
"44259048","unknown"
"76309919","morinda citrifolia"
"134279","payena lucida"
"10694409","salacia chinensis"
"6478914","unknown"
"3082861","panax ginseng"
"439423","ircinia oros"
"46209783","unknown"
"60200065","viburnum erubescens"
"44178672","monomeria barbata"
"14414379","ulnaria acus"
"71517218","gynostemma pentaphyllum"
"71718619","guarea kunthiana"
"10896840","lophiostoma vaginatispora"
"3084995","bergenia purpurascens"
"13831068","helichrysum graveolens"
"11197","hypericum reptans"
"5317050","brachyspira hyodysenteriae"
"5281125","polygala tenuifolia"
"5316590","xylaria cubensis"
"6453359","unknown"
"6436240","cynanchum rostellatum"
"10694409","bombus hortorum"
"134279","bacillus thuringiensis"
"76330776","beauveria bassiana"
"32209","perna viridis"
"10576638","carijoa riisei"
"46229235","swartzia simplex"
"73352258","antiaris toxicaria"
"12591","sonneratia alba"
"11169890","dracocephalum kotschyi"
"12242815","mosla chinensis"
"15944778","angelica acutiloba"
"44604940","unknown"
"25180709","nuphar lutea"
"44566351","unknown"
"60200223","sinapis alba"
"10898575","cestrum nocturnum"
"11572826","angelica sinensis"
"44566971","ligularia nelumbifolia"
"7016562","unknown"
"unknown","sphaerospermopsis torques-reginae"
"12309694","euonymus fortunei"
"76328128","acacia aulacocarpa"
"14274760","ceriops decandra"
"442979","unknown"
"44575681","persicaria pensylvanica"
"5320496","unknown"
"21597173","umbilicaria proboscidea"
"50899855","halocynthia aurantium"
"44584044","agelas conifera"
"11618968","unknown"
"5320496","dioscorea villosa"
"5320496","alnus japonica"
"11207771","unknown"
"23757219","bartramia pomiformis"
"44157613","salvia dominica"
"76328525","plectranthus amboinicus"
"44612898","unknown"
"11754973","unknown"
"12443227","nicotiana repanda"
"89048","unknown"
"134760295","euphorbia pithyusa"
"24178774","kandelia candel"
"12591","paranephelius uniflorus"
"50905210","unknown"
"6441280","unknown"
"21635826","unknown"
"6436239","unknown"
"44159808","hypericum perforatum"
"11134158","unknown"
"86279731","lepidium apetalum"
"11757351","asclepias viridis"
"442662","tanacetopsis mucronata"
"unknown","ailanthus altissima"
"unknown","xylaria cubensis"
"5464170","aspidosperma megalocarpon"
"72360","unknown"
"6453733","passiflora morifolia"
"5322076","unknown"
"10719","unknown"
"11464176","hibiscus taiwanensis"
"10719","achillea moschata"
"10616178","guatteria hispida"
"51354124","unknown"
"10600994","rubus chroosepalus"
"73350768","unknown"
"56683357","kibatalia laurifolia"
"76328124","unknown"
"10553651","unknown"
"169738","pteridium aquilinum"
"10699481","vaccinium arctostaphylos"
"10076785","asterias rubens"
"442789","unknown"
"71531904","aphanamixis grandifolia"
"44592809","unknown"
"11422411","smilax moranensis"
"312089","unknown"
"6441280","diospyros eriantha"
"53262709","kibatalia laurifolia"
"5320475","chaetomium subaffine"
"10437291","quintinia acutifolia"
"11197","curcuma zedoaria"
"71453067","betula platyphylla"
"5318045","persicaria thunbergii"
"10959332","unknown"
"46905155","alpinia galanga"
"unknown","satureja cuneifolia"
"unknown","sorbus domestica"
"51041016","buxus hildebrandtii"
"11082749","unknown"
"44559448","unknown"
"10469","salvia officinalis"
"10951947","unknown"
"11786187","prosopis kuntzei"
"11488838","fusicolla aquaeductuum"
"56839853","dendroctonus brevicomis"
"11227971","sideritis tragoriganum"
"unknown","viola inconspicua"
"unknown","dasyscyphus nidulus"
"unknown","kitasatospora cystarginea"
"182278","magnolia sprengeri"
"185766","unknown"
"10400473","unknown"
"44424387","antrodia camphorata "
"44574392","hedychium spicatum"
"16898","aloe vera"
"5315509","cephalonomia gallicola"
"44179423","nervilia fordii"
"21123851","pleiocarpa mutica"
"6728947","ulmus macrocarpa"
"14274760","physalis sordida"
"14108943","unknown"
"23656477","ceratophyllum submersum"
"639655","berberis julianae"
"9806341","unknown"
"91439","smilax glabra"
"unknown","palicourea rigida"
"5318262","arnica longifolia"
"16216518","unknown"
"46878902","unknown"
"unknown","hypericum perforatum"
"23656469","quercus marilandica"
"44561218","celastrus orbiculatus"
"3083618","ophidiaster ophidianus"
"unknown","salvia plebeia"
"unknown","euphorbia hirta"
"12591","hansenia forbesii"
"5318644","unknown"
"46917149","unknown"
"unknown","unknown"
"68540305","strychnos tabascana"
"21573759","nephroma laevigatum"
"5459942","escherichia coli"
"44423103","exochorda giraldii"
"14337025","turbo stenogyrus"
"10791345","unknown"
"6436239","streptomyces roseiscleroticus"
"45273302","aspergillus insuetus"
"44575548","euphorbia portlandica"
"60200066","unknown"
"11657561","euphorbia peplus"
"15559669","unknown"
"44585975","centaurea pumilio"
"44559918","unknown"
"10440177","cynoglossum germanicum"
"13934282","pestalotiopsis longiseta"
"44583840","unknown"
"unknown","unknown"
"unknown","gardenia jasminoides"
"11484538","unknown"
"439423","mus musculus"
"unknown","pieris japonica"
"14108943","unknown"
"131154378","unknown"
"186612","fallopia convolvulus"
"unknown","aspergillus sp."
"3084131","cinnamomum camphora"
"44612900","penicillium alutaceum"
"165675","mosla chinensis"
"11763315","phytolacca acinosa"
"51040469","metasequoia glyptostroboides"
"10468570","anarsia lineatella"
"unknown","clavariopsis aquatica"
"6321405","scaphechinus mirabilis"
"6473825","actinoplanes sp."
"10694112","unknown"
"11455867","primula veris"
"442980","zingiber officinale"
"3084131","millingtonia hortensis"
"11154724","unknown"
"12304086","monostroma nitidum"
"10468570","unknown"
"10453129","briareum asbestinum"
"5281120","polygala cyparissias"
"132577514","salvia plebeia"
"189457","sextonia rubra"
"14841119","erythrina fusca"
"unknown","scutellaria barbata"
"11197","hansenia weberbaueriana"
"44566638","chloranthus holostegius"
"179304","prosopis kuntzei"
"11216146","bursera kerberi"
"70697870","ziziphus jujuba"
"558221","akebia quinata"
"60201876","ailanthus altissima"
"11771258","unknown"
"90670664","unknown"
"25180710","unknown"
"44566792","zea mays"
"51041016","alpinia zerumbet"
"21123851","unknown"
"unknown","pseudoscleropodium purum"
"639655","unknown"
"76328130","unknown"
"136264088","unknown"
"11445415","carpobrotus edulis"
"10358881","corydalis yanhusuo"
"38347607","peucedanum praeruptorum"
"10023540","verbascum thapsus"
"12443227","strychnos spinosa"
"unknown","euphorbia hirta"
"unknown","clerodendrum trichotomum"
"5464170","iris dichotoma"
"14414379","unknown"
"6452209","pyrostegia venusta"
"5281651","unknown"
"71451577","sophora viciifolia"
"unknown","talaromyces pinophilus"
"5315524","albizia adinocephala"
"unknown","unknown"
"5318644","unknown"
"23656470","pterocaulon serrulatum"
"38351420","plathymenia reticulata"
"10444597","porophyllum ruderale"
"49799717","pseudoxandra cuspidata"
"44577232","unknown"
"42639333","toona ciliata"
"44575456","unknown"
"72205804","unknown"
"312089","cinnamomum loureirii "
"6995277","brassica juncea"
"11216146","clinacanthus nutans"
"unknown","unknown"
"11158","unknown"
"182210","trichosanthes kirilowii"
"76328124","symphyocladia latiuscula"
"639655","chroogomphus rutilus"
"11464176","keratinophyton terreum"
"unknown","eremophila oppositifolia"
"442854","elaeocarpus angustifolius"
"6915739","lindera aggregata"
"11154724","lonicera fulvotomentosa"
"unknown","zephyranthes candida"
"91668395","unknown"
"155507","pterocereus gaumeri"
"30248","zingiber officinale"
"72163130","unknown"
"179304","stenocereus thurberi"
"6453733","reaumuria hirtella"
"86279731","actinidia deliciosa"
"51354124","helichrysum nudifolium"
"10439492","handroanthus guayacan"
"unknown","heterotheca grandiflora"
"125468","arnebia guttata"
"10973623","rohdea chinensis"
"11155452","cleome gynandra"
"11774903","baphia nitida"
"132525296","ziziphus jujuba"
"46919394","karlodinium veneficum"
"13916049","martensia denticulata"
"53493313","lichtheimia corymbifera"
"72715093","alpinia oxyphylla"
"52918181","unknown"
"unknown","fallopia multiflora"
"unknown","piper methysticum"
"6432211","miliusa balansae"
"44566288","aphis spiraecola"
"51354124","unknown"
"65806958","unknown"
"10939749","lepisorus ussuriensis"
"10939749","gnetum latifolium"
"12443227","salmonella enterica"
"122180309","streptomyces sp. ssc21"
"44559447","unknown"
"44612898","bersama swinnyi"
"5322076","chromodoris hamiltoni"
"10483104","lippia turbinata"
"89048","unknown"
"6728947","unknown"
"42638297","unknown"
"unknown","unknown"
"439742","mus musculus"
"25180896","unknown"
"5283339","bupleurum falcatum"
"14274760","unknown"
"11508272","unknown"
"46891354","sesuvium portulacastrum"
"71461984","cinnamomum subavenium"
"44584350","reticulidia fungia"
